3.900999999999999801e+00,1.573900000000000077e+00
4.000000000000002665e+00,1.570947761194029679e+00
4.100000000000003197e+00,1.568000207039337290e+00
4.200000000000002842e+00,1.564004347826086772e+00
4.300000000000002487e+00,1.560008488612836253e+00
4.400000000000003020e+00,1.556012629399585734e+00
4.500000000000003553e+00,1.552016770186335215e+00
4.600000000000003197e+00,1.548271428571428521e+00
4.700000000000002842e+00,1.545414285714285629e+00
4.800000000000003375e+00,1.542557142857142738e+00
4.900000000000003908e+00,1.539699999999999847e+00
5.000000000000000000e+00,1.536842857142857177e+00
5.200000000000000178e+00,1.531128571428571394e+00
5.400000000000000355e+00,1.524788372093023314e+00
5.600000000000000533e+00,1.517560526315789415e+00
5.800000000000000711e+00,1.510455263157894690e+00
6.000000000000000888e+00,1.503213592233009654e+00
6.200000000000001066e+00,1.496257983193277408e+00
6.400000000000001243e+00,1.489270270270270258e+00
6.600000000000001421e+00,1.482052238805970035e+00
6.800000000000001599e+00,1.475092857142856984e+00
7.000000000000001776e+00,1.468037499999999884e+00
7.200000000000001954e+00,1.461182716049382657e+00
7.400000000000002132e+00,1.454176470588235182e+00
7.600000000000002309e+00,1.447311688311688105e+00
7.800000000000002487e+00,1.440852941176470559e+00
8.000000000000003553e+00,1.434133802816901282e+00
8.200000000000002842e+00,1.427966666666666606e+00
8.400000000000002132e+00,1.421578260869565069e+00
8.600000000000003197e+00,1.415423529411764525e+00
8.800000000000004263e+00,1.409630555555555498e+00
9.000000000000003553e+00,1.403597499999999831e+00
9.200000000000002842e+00,1.398032500000000011e+00
9.400000000000003908e+00,1.392494871794871747e+00
9.600000000000004974e+00,1.386942857142857033e+00
9.800000000000004263e+00,1.381775949367088474e+00
1.000000000000000000e+01,1.376425000000000010e+00
1.100000000000000000e+01,1.351827419354838744e+00
1.200000000000000000e+01,1.329373493975903653e+00
1.300000000000000000e+01,1.308880000000000043e+00
1.400000000000000000e+01,1.290172000000000097e+00
1.500000000000000000e+01,1.272774999999999990e+00
1.600000000000000000e+01,1.256624324324324249e+00
1.700000000000000000e+01,1.241125000000000034e+00
1.800000000000000000e+01,1.226235714285714318e+00
1.900000000000000000e+01,1.211433333333333362e+00
2.000000000000000000e+01,1.196340909090908955e+00
2.100000000000000000e+01,1.180482142857143035e+00
2.200000000000000000e+01,1.162271428571428622e+00
2.300000000000000000e+01,1.140347619047619165e+00
2.400000000000000000e+01,1.125622222222222080e+00
2.500000000000000000e+01,1.119162500000000060e+00
2.600000000000000000e+01,1.115399999999999947e+00
2.700000000000000000e+01,1.112592307692307658e+00
2.800000000000000000e+01,1.110200000000000076e+00
2.900000000000000000e+01,1.108000000000000096e+00
3.000000000000000000e+01,1.106000000000000094e+00
3.100000000000000000e+01,1.104100000000000081e+00
3.200000000000000000e+01,1.102300000000000058e+00
3.300000000000000000e+01,1.100472727272727269e+00
3.400000000000000000e+01,1.098700000000000010e+00
3.500000000000000000e+01,1.096999999999999975e+00
3.600000000000000000e+01,1.095299999999999940e+00
3.700000000000000000e+01,1.093633333333333235e+00
3.800000000000000000e+01,1.092000000000000082e+00
3.900000000000000000e+01,1.090400000000000036e+00
4.000000000000000000e+01,1.088799999999999990e+00
4.200000000000000000e+01,1.085599999999999898e+00
4.400000000000000000e+01,1.082400000000000029e+00
4.600000000000000000e+01,1.079199999999999937e+00
4.800000000000000000e+01,1.076000000000000068e+00
5.000000000000000000e+01,1.072799999999999976e+00
5.200000000000000000e+01,1.069555263157894842e+00
5.400000000000000000e+01,1.066400000000000015e+00
5.600000000000000000e+01,1.063099999999999934e+00
5.800000000000000000e+01,1.059838636363636510e+00
6.000000000000000000e+01,1.056544186046511680e+00
6.200000000000000000e+01,1.053258536585365723e+00
6.400000000000000000e+01,1.049911363636363726e+00
6.600000000000000000e+01,1.046599999999999975e+00
6.800000000000000000e+01,1.043215789473684207e+00
7.000000000000000000e+01,1.039828947368421019e+00
7.200000000000000000e+01,1.036399999999999988e+00
7.400000000000000000e+01,1.032999999999999918e+00
7.600000000000000000e+01,1.029600000000000071e+00
7.800000000000000000e+01,1.026095238095238171e+00
8.000000000000000000e+01,1.022599999999999953e+00
8.200000000000000000e+01,1.019085365853658498e+00
8.400000000000000000e+01,1.015576315789473716e+00
8.600000000000000000e+01,1.012017021276595763e+00
8.800000000000000000e+01,1.008399999999999963e+00
9.000000000000000000e+01,1.004826829268292476e+00
9.200000000000000000e+01,1.001184375000000015e+00
9.400000000000000000e+01,9.975027777777778493e-01
9.600000000000000000e+01,9.938894854586128869e-01
9.800000000000000000e+01,9.901494521883783539e-01
1.000000000000000000e+02,9.864094189181437100e-01
1.100000000000000000e+02,9.677092525669707124e-01
1.200000000000000000e+02,9.485999999999999988e-01
1.300000000000000000e+02,9.290000000000000480e-01
1.400000000000000000e+02,9.090000000000000302e-01
1.500000000000000000e+02,8.887000000000000455e-01
1.600000000000000000e+02,8.674825751139260133e-01
1.700000000000000000e+02,8.455547153780799130e-01
1.800000000000000000e+02,8.236268556422338127e-01
1.900000000000000000e+02,8.016989959063876015e-01
2.000000000000000000e+02,7.797711361705415012e-01
2.100000000000000000e+02,7.578432764346952899e-01
2.200000000000000000e+02,7.359154166988491896e-01
2.300000000000000000e+02,7.139875569630029783e-01
2.400000000000000000e+02,6.920596972271568781e-01
2.500000000000000000e+02,6.701318374913107778e-01
2.600000000000000000e+02,6.482039777554645665e-01
2.700000000000000000e+02,6.262761180196183552e-01
2.720000000000000000e+02,6.218905460724492018e-01
2.740000000000000000e+02,6.175049741252800484e-01
2.760000000000000000e+02,6.131194021781107839e-01
2.780000000000000000e+02,6.087338302309415194e-01
2.800000000000000000e+02,6.043482582837722550e-01
2.820000000000000000e+02,5.999626863366029905e-01
2.840000000000000000e+02,5.955771143894338371e-01
2.860000000000000000e+02,5.909999999999999698e-01
2.880000000000000000e+02,5.864000000000000323e-01
2.900000000000000000e+02,5.817999999999999838e-01
2.920000000000000000e+02,5.772000000000000464e-01
2.940000000000000000e+02,5.725999999999999979e-01
2.949900000000000091e+02,5.703000000000000291e-01
