3.900999999999999801e+00,1.594600000000000017e+00
4.000000000000002665e+00,1.591470149253731314e+00
4.100000000000003197e+00,1.588424016563146912e+00
4.200000000000002842e+00,1.584904347826086912e+00
4.300000000000002487e+00,1.581384679089026912e+00
4.400000000000003020e+00,1.577865010351966912e+00
4.500000000000003553e+00,1.574345341614906912e+00
4.600000000000003197e+00,1.570849865229110520e+00
4.700000000000002842e+00,1.567440161725067282e+00
4.800000000000003375e+00,1.564030458221024267e+00
4.900000000000003908e+00,1.560620754716981029e+00
5.000000000000000000e+00,1.557211051212938013e+00
5.200000000000000178e+00,1.550391644204851760e+00
5.400000000000000355e+00,1.543348837209302271e+00
5.600000000000000533e+00,1.536024999999999974e+00
5.800000000000000711e+00,1.528655263157894684e+00
6.000000000000000888e+00,1.521085436893203857e+00
6.200000000000001066e+00,1.513692436974789945e+00
6.400000000000001243e+00,1.506443243243243302e+00
6.600000000000001421e+00,1.498865671641790964e+00
6.800000000000001599e+00,1.491672619047619053e+00
7.000000000000001776e+00,1.484318055555555516e+00
7.200000000000001954e+00,1.477082716049382682e+00
7.400000000000002132e+00,1.469683823529411626e+00
7.600000000000002309e+00,1.462716883116883082e+00
7.800000000000002487e+00,1.455888235294117594e+00
8.000000000000003553e+00,1.448935211267605494e+00
8.200000000000002842e+00,1.442366666666666575e+00
8.400000000000002132e+00,1.435578260869565081e+00
8.600000000000003197e+00,1.429323529411764548e+00
8.800000000000004263e+00,1.422966666666666491e+00
9.000000000000003553e+00,1.416856249999999928e+00
9.200000000000002842e+00,1.410932500000000145e+00
9.400000000000003908e+00,1.405062820512820387e+00
9.600000000000004974e+00,1.399185714285714255e+00
9.800000000000004263e+00,1.393736708860759510e+00
1.000000000000000000e+01,1.388110526315789572e+00
1.100000000000000000e+01,1.362227419354838709e+00
1.200000000000000000e+01,1.338640963855421750e+00
1.300000000000000000e+01,1.316980000000000040e+00
1.400000000000000000e+01,1.297171999999999992e+00
1.500000000000000000e+01,1.278799999999999937e+00
1.600000000000000000e+01,1.261678378378378484e+00
1.700000000000000000e+01,1.245412500000000033e+00
1.800000000000000000e+01,1.229735714285714376e+00
1.900000000000000000e+01,1.214233333333333276e+00
2.000000000000000000e+01,1.198554545454545428e+00
2.100000000000000000e+01,1.182078571428571312e+00
2.200000000000000000e+01,1.163028571428571523e+00
2.300000000000000000e+01,1.140747619047619121e+00
2.400000000000000000e+01,1.125822222222222058e+00
2.500000000000000000e+01,1.119399999999999951e+00
2.600000000000000000e+01,1.115699999999999914e+00
2.700000000000000000e+01,1.112800000000000011e+00
2.800000000000000000e+01,1.110400000000000054e+00
2.900000000000000000e+01,1.108300000000000063e+00
3.000000000000000000e+01,1.106300000000000061e+00
